label,title,text
1,Best Live DVD Ever Released,"Killswitch's first dvd is all that I expected and more-- it features an amazing 75 minute concert with a great set list featuring many old and new songs. The concert is very good, as usual Adam D. and the rest of the band own live with great stage prescence (Adam D. does pushups during one break in the song), and the documentary is even better. The documentary is also over an hour long and talks about the bands history, starting from when the members were in separate bands, and tells you anything you ever wanted to know about Killswitch Engage. And you won't be let down by the bonus features! Buy this DVD you will watch it over and over again."
1,Mixed Bag of the Good and the...,"Like the previous volume Chabon edited, many of the stories seem to miss their aim. Despite claims to the contrary, many of these tales are bogged down by the exact literary trends and pretension that inspired this collection (and the previous) as a reaction against. There are some outstanding stories--Ayelet Waldman's ""Minnow"", China Mieville's ""Reports of Certain Events in London"", and Jason Robert's ""7C""--that accomplish that thrilling edge-of-your-seat anticipation that inspired so many young folks to become lifelong readers. Many of the other stories are mostly good but seem to not exactly fit into this anthology. I will say that I loved the stories by the inimitable David Mitchell and Jonathan Lethem and would suggest picking up this volume for those alone."
0,price/effectivness analysis,the cock roaches liked this more than me. the duration of the effect on the insects was not more than a few hours. not sufficient for home defense and i'm wondering why this product is so ineffective.
0,don't get this if you're a small person,"nobody likes slings or braces so i thought i'd try this one in spite of mixed reviews. i'm 5'3"",112 lbs, 46 years old. my horse bucked me off, broke my collar bone. the picture of this shoulder immobilizer looked comfortable, but i took it off after about six hours. it's super hot-not in a good way-bulky, and won't get cinched up good enough on a small person. maybe i'll try it again in a week or two, but for now... :-("
0,This book begs to be ignored,"I read through this book and learned more about how inadequate the author feels than about anything else. This book is full of generalization, politically correct tripe, and features a disclaimer for the anti-marriage crowd.I would prefer a book from someone who offends me and takes a position, over a book (like this one) where the author is a coward and refuses to say anything that might be considered politically incorrect.Not surprising that this author ends the book with a section on how to survive a divorce."
0,Nice ideas. Not so nice recipes,"I love the title of the book. I love the pictures. I love the ideas it has (esp. the chocolate cabbage). But at least a few of the recipes haven't worked for me. I've made the cabbage cake at least 3 times and I've given up on the sponge cake core. It comes out pretty dense, and I use another sponge cake recipe.Another recipe, chocolate honeycombs, says to mix the wet and dry ingredients and then cook to a simmer. With twice as much dry as wet ingredients, there is no way you can simmer this.So I would actually recommend the book, but take everything it says with a block a salt."
0,Not that pleasant,"I don't like to write bad reviews, so I will just tell you that this book was not so entertaining. The story is miserable."
1,"Facinating, Imaginative and Fun!","I loved this book so much that I devoured it in 5 hours! The imagery was outstanding. I felt as though I was watching a movie unfold in my mind. It was one of the most captivating and magical fantasy stories that I have read, and recomend it to anyone, young and old alike."
1,Best and Most Realistic Horror Film of the Year!,"The entire family had a wonderful evening wathing ""The Haunting"" tonight. The scarriest part about it is that it is so realistic. You feel like you know the people and that you are there in the house with them! One of the best parts is the Special ""Behind the Scenes"" portion on the DVD. We really enjoyed this part of ""The Mummy"" but this was even better. A movie in itself! A good movie for a cold winter night (the kids will certainly join you on the couch!)"
0,Too many new moves!,"I have done Jillian's 30 Shred and found this product to have too many moves forced into such a short time. The yoga moves were too rushed, she rotated between moves too quickly, and frankly I felt like I couldn't concentrate on form and quality and was being pushed towards injury. I have returned to the Shred and also added Tony Horton to the mix. What's up with those girls helping her out anyway?"
1,A story of a strong minded girl living on the prairie.,"This was a charming book of a a girl who though she was destined to be a lovely lady like her grandmother.But instead, love intervened a she became a wife of a humble farmer. They set of for Nebraska and a new life together. Abby, as a young girl, would have to endure many hardships, sickness, and the pain of losing loved ones. But also many great joys, friends, and love.Join Abby Deal as she takes the long jurney through life."
0,Sorry not for me,I really didn't know what this was going to be like when a friend told me I had to order it. It really was not for me...way too raunchy! I only watched a few minutes of it and then cut it in pieces.
1,Leander is sooooo hot,"OMG!! He has an incredible voice, I just love him!!! Hmmm those bedroom eyes are soo seducing...Please get this album, the music is very soothing."
0,Not a practical guide,"Unless you plan to have an agricultural based farm, using draft horses, DON'T Bother With This Book. It is an interesting read on horse powered farming, no practical advise, no ""setting up"" or design of a farm included. Why this title, I haven't a clue. I've never submitted a review to Amazon before, but I felt that the title of the book was so misleading that it was important to do so."
0,Not what the title says,"This book does give you a good idea on many normal questions. The problem is that more than half the questions that are used in this book are either illegal or questionable. Ones such as how would you handle a tough workplace situation are not answered.There is also a strong female bent, with questions about working with or planning a family, again questions which border on being against labor law.I did learn some things from this book, but I would say 20% of the book was relevant to me."
1,Perfect for small omelettes,"I have a 12 inch cast iron skillet that was a bit too big for everyday use, especially when making omelettes for my kids (small sized), so I ordered this skillet. It was a bit smaller than I thought it would be, but I use it all the time: grilled cheese sandwich, omelette, melt butter, small quesedilla, etc. I really do wish Lodge made one between the 12 inch and 8 inch skillets, maybe 10 inch? Anyway, this size is great if you have small children or cook only for yourself."
0,Feel like bashing it with a hammer until it is in little pieces,"The first four months this heater worked great - none of that switching on and off, just steady heat as long as I wanted it. Now it is useless or at least the thermostat is. When I first switch it on it will work for a few minutes, then it will switch on and off every second, sometimes 50 or more times in a row (I lost count). It will make a starting sound like its going to go and then switch off immediately, then start again and stutter again. If I am very lucky it will stay on for 10 seconds. So basically I'll get 5 minutes of heat and then it stutters on and off for the next half an hour, until I switch it off in frustration. Money well spent!"
0,Oh the Pain... the pain.,"G'Day from down under!!! Now listen, mate... first they release the complete first season, then while everyone eagerly awaits the release of season two, we're all told it's going to be released in two parts.... hello!? They say there are 4 discs in the second season..RUBBISH. If you buy THE COMPLETE second season from the UK, there are 8 discs containing 30, yes THIRTY episodes in the second series and rumour has it there will be a further releaase in January 2006. Not to mention the packaging that leaves the region 1 partial release for dead. So the mind boggles as to why the boffins at FOX are going to split up season 2 and 3 into small chunks... Oh the pain, the pain..."
1,Great photo quality!!,"I was worried about spending 500.00 for a printer, which I knew nothing about, but after reading reviews on Google.com I felt comfortable about doing it. The quality comes out great. You can't go wrong with getting this printer. One thing I did notice, it left a scratch on my prints, when I printed 4X6 images. I have not had a chance to see if it was a one time fluke or what. I'm waiting for more paper to arrive."
1,"Great for walking support, and more!","Our daughter used this for balance when beginning to walk, and now that she walks independently, she still pushes it around! She loves the telephone feature, and will sit quietly pushing the buttons and using the other features. The lights, sounds and music are cheerful and hold her attention. The activity portion also detaches from the walker, so your child can play with it flat on the floor."
0,Review after 6 months,My opinion of the product+ Durable and easy to set up+ large enough for both my girls to play in comfortably-The add on products are very not very good. They may look cool but they are not as durable (always falling apart) and are not much fun for the kids to play with-This toy takes up way to much room-Even put in the stored postition it still takes up a lot of roomMy girls loved this for about the first 2 weeks. Since they have totally lost interest. I believe that with better accesories it would be very good. They are not durable and really do not encourage play.The house is very durable and well made.
1,as promised,dvd player is good and as discribed on internet...same price as walmart but no shipping charge and NO GAS...
1,very interesting,"this compilation of Nick Totton is a great job for enhance the work of body-oriented therapist and similar areas. this book integrate diverse views, all and each valuables"
0,"soggy, brown salad",I bought this with high hopes. I had a lettuce keeper that kept my salad crisp and fresh for a week. I bought this product and have been terribly dissappointed. I will buy a bag of salad and store it. Within a day or two the lettuce is brown and wilted. Unhappily I need to purchase a different one.
1,We have choices!,"This film will remind you that you have choices in life. You can either continue to think negatively and bring doom and gloom and negative people into your life or you can change your thinking and be the happy productive person you were meant to be. For me, I am learning to accept responsibility for my life and it has made all the difference. I choose to no longer be a victim of my circumstances."
1,Monster,"Steve is a 16 year old boy growing up in Harlem. He decides to help out a robbery of a local drug store. While he wasn't there while the crime was committed, he helped by being a lookout and did a terrible job. He was then charged with felonious murder because he helped in the crime. Throughtout this gut-wrenching novel you jump from the jail cell to the courtroom. The thing that makes this book so good is that for the whole novel Walter makes you decide if Steve is guilty or not. To find the outcome out you'll just have to read this suspense thriller yourself."
1,Some of Janis Joplins great songs,"It is Janis Joplins group, Big Brother and the Holding Company, Janis Joplins songs are now taking off. Her career is cut short by a drug overdose while on a concert tour. Many of our singers and sports stars cannot handle the sudden influx of a lot of money and we lose them to drugs and airplane crashes and car crashes."
0,Broke after 6 months,I like the overall look and design of the product but my opinion went down veryquickly when the unit began to malfunction.- Opens by itself- Opens and closes continuouslyI'm not amused either when I have to pay freight both ways to get a replacement. What's with a replacement top direct from the company costing almost as much as an entire new unit from Amazon?This company needs to improve itself in two ways: Customer service and quality. Without these two areas in place the company is doomed.Oh yes - I tried cleaning it. I tried taking out the batteries and putting fresh ones in twice.
0,Levis changed the fit,"In the last year or so these jeans were changed from regular fit to straight fit. This new fit appears to be intended for someone with no butt. The rise in back is lower as well. I've been wearing 505's for decades, but when I tried these new jeans on they were instantly uncomfortable. I have returned them for a refund."
1,Nice Overview of Community Sociology,"This book makes an nice contribution to the area of community sociology. It offers theoretical discussions, methodological insights, and linkages to other disciplines."
1,"One of the Year's best, period.","Splendid sophomore effort by Ms. Imbruglia. Her sound has really matured, and the entire CD flows very organically. This is one of those CD's that is worth paying the import sticker price for, since it won't be in the US until post 02.As for the guy who complained about the CD protection, there is a proprietary program on the CD which only allows you to play it and not rip it. That said, you can listen to it using WinAmp, Real Jukebox and others. So chill out and review the music, not the CD."
1,"Extremely exciting, brilliantly written.","This is an extremely exciting book about the use of psychics in the spy war between the superpowers. It is brilliantly written, with an almost poetic language. I speed read it in two days. I just could not stop. Highly recommended"
1,Great Value for the Price,Most of the new tv's (all 2012 Samsung) only have digital optical audio out now so I needed an optical cable to play my tv with the surround audio system when streaming. This was a great deal and works fine.
0,Not for me,"I can see why young and pre-teens would like this book. Too young for my taste. Story not all that interesting. Found it kind of goofy in parts. Kept thinking ""oh come ON!"""
1,The perfect break tool. Easy to use and very durable.,Perfect tool. I use it all the time and i love it. the guys at my job all have one and i had to have one of my own.
0,worst ever,This is the worst tea pitcher in the world. The tea maker is ok. I got it a year ago and have replaced the pitcher 11 times at 10.99 ea online plus shipping. Its just not worth it. I will get a diferent one this time. It cracks over and over. Its horrible. Don't get it. It's not worth it.
1,You can't go wrong with these shoes.,"Hey, these are Fila. My son love these shoes and for him are his 'special' occassion shoes! He suggests we get him another pair in a larger size as he is 11 years and still growing."
1,Great Textbook for Intermediate Economics,One of the few textbooks I didn't return. This book is amazing for breaking down economic theories and providing excellent examples to some of the most challenging equations. I would highly recommend it to anyone who is having trouble grasping intermediate economic equations.
1,"ambitious subtitle, but certainly a nice collection","Several years ago, upon learning that a certain young woman enjoyed the poetry of Robert Frost, I began to memorize some of Frost's poetry. While this effort to impress her did not produce the desired outcome, it did introduce me to the pleasurable experience of memorizing poetry. I found that the act of committing a poem to memory brought out many of the poem's subtleties that I missed on previous readings. It's been quite a while since I've seen the lady who inspired my efforts at memorizing poetry, but I still enjoy coming to a closer understanding of a poem through memorization.It's hard for any poetry fan to take someone else's list of the ""100 best"" without balking at some of the choices, and I certainly had some question concerning many of the poems included in the anthology. On the whole, however, I enjoyed the collection, and found some new insight into some old poems."
0,The Grand Master--But Not Yet,"Let me be honest about this. This is the first RAH book that I could put down. I have been a Heinlein fan since I read ""Time for the Stars"" when I was 11 years old. I have read every piece of work that came from his pen, and I loved them all! However, ""For Us, The Living: A Comedy of Customs,"" is ponderous, heavy and dull. I forced myself to read it through, and frankly, dull is the best thing I can say about it. Stolid also comes to mind.Robert Heinlein proved that he was better than this. But this, his first novel, should have been edited down to a short story, and been published in one of the compilations along with some of his other shorts."
1,Nice colors (blue/black),"This Shemagh is pretty cool. It's a decent thickness, and has a pretty sweet pattern to it. I have watched a few videos online, showing how to tie it correctly, and I can do it for the most part. I bought the blue/black one, because lately I've been seeing lots of the green/black ones and other colors - but, not blue. I just gotta be different ya know. Anyway - this is a very nice product. I'd recommend it to anyone."
0,wrong!!!!!!!,jesus is not a myth. just read the bible and u will find out that jesus is not a myth. the bible is a true book. i think this is nonsence. jesus suffered greatly. he felt real pain and humans feel pain. jesus is the savior of the world and my world. he died so we can live. this author is a bunch of crap he dosent know what hes talkin about.
1,"So funny it inspired us to create ""Crab""","Cow's adventures inspired us to create our own book called ""Crab"" while on vacation. Our first & only reading of the book made us laugh out loud. Later that day while walking on the beach we decided to write our own story about Crab. The project gave us hours of laughter and a great project while on vacation. The book is our favorite souvenir!"
0,Kid's Heart Review,"Beautiful quality book, but would not interest my grandsons. May be more of a girls choice."
0,Don't Get A Kindle,"I've had the Kindle for 3 months now. It is really one of the worst gifts I have ever received. The buttons are clunky, the 3G and internet is awful, and the books and subscriptions are way overpriced. If you have a library, usually the card is free and you can get almost any book ever printed (audio or otherwise)within a few days. Until this Kindle thing (and probably any of the other digital readers) becomes more refined, I'd not waste the up front cost and the cost of the digital books. In summary - way over priced for the product and the content, slow, and poorly designed."
0,there are better ways of getting a good nights sleep,"Please, before you read this book, consider Merideth Small's new book ""Our Babies, Ourselves."" Children are biologically designed to sleep with adults. It may not be in our culture, but for our babies sakes, we can change our culture. Trust me. I became a 3rd time mother at 43, via c-section. If anybody ever craved a good nights sleep, it was me. The baby sleeps in our bed and everybody is happy. She wakes up, nurses and goes back to sleep. I used Ferber with my 2nd child and I'm still apoloogizing 11 years later. This is not, repeat, not in any way the proper method for getting babies to sleep.Sure, Ferber's a doctor, but so was Mengele."
1,Love the design,I pick this design because if my baby girl gets here and is a baby boy I don't have to change my crib set. And I already have animals up on the wall from my daughter who is 7 now and more into Barbie and makeup.
0,Just unnecessary,"This book, while written by two renowned computer scientists, is truly disappointing. In trying to discuss randomness and computation, this book just does a mediocre job on discussing randomized computation and also an equally poor job discussing relevant aspects of probability theory. Their approach is not novel and many of their examples can be found in other texts. If you really want to learn randomized computation, get Motwani et al's book on Randomized Algorithms. If you want to learn probability theory, get any advanced probability theory book like Spencer and Alon on the probabilistic method, one of Sheldon Ross's books, or even Grimmett and Stirzaker. Whatever you do don't get this weak hybrid of a book that will require you to get another book at some point to supplement your understanding."
1,"""Hail"" to the kings","Thank god they game back. Kelly Hansen is the ax master. This is their best CD in a long, these bad boys roar in with F5 fury. Freakin' unforgetable, there is no eye to this record. Hail to the Kelly ""The King"" Hansen. Let it rain, let it RAIN!"
1,Beyond awesome!!!,"This is one of the most beautiful Christmas CD's I have ever heard--and I am quite a conniseur of Christmas music. Even the Christmas songs that are not my favorites, like White Christmas, are beautiful. They sing each song with so much richness, with their own unique spin that makes it original, yet recognizable. The orchestration, blending of voices, solos, everything comes together so exquisitely, in such a moving way. On a scale of 1-10, I would give this an album a 20. In a world of violence and darkness, this takes you away from it all, into a world of beauty, peace, and joy. Put on the headphones, close your eyes and be prepared for a real treat!"
1,Finally!,I'm SO glad to finally find a lot of the songs I've been looking for. Even in MP3 a lot of these are hard to find. Can't wait till my copy arrives! THANK YOU to whomever created this collection! The hard to find songs I grew up with I can finally listen to. Check them out for yourself!
1,"New Perspectives Good, and Traditionally Based","As a student of 'standardized' TCM, I find Mark Seem's approach refreshing. Doctors of old examined the body with their hands, and directly percieved the subtle Qi and it's state within the body. Actually palpating the body and seeing the truth and information there, instead of intellectually deciding on a diagnosis via symptoms of the patient(accuracy questionable), is something we can all learn from....that is, the hands on approach."
1,The gratest mc right now,Jay-z is one of the best rappers in the world and he tells everybody about his life in his rimyes
0,"Drains batteries, no option for AC adapter","Why it needs to store date, time, etc is beyond me.Every time I take mine out, I need new batteries.There is no option to use an AC adapter to alleviate this issue. So, long-term this unit will be expensive to maintain, or be unreliable since battery status can't be trusted."
0,Not much REBIRTH on this album...,"Jennifers singles are those types of singles that you enjoy listening to on the radio...but would hate admitting it to friends that you like them. J Lo has had the problem of good singles but a lot of filler in her albums. The only tracks which show a different direction are GET RIGHT (Those horns are genius!...and the version with Fabolous is better), HOLD YOU DOWN (Good song for you and your boo) and STEP INTO MY WORLD (Very sexy and Middle Eastern feel to it). Unfortunately this album is not worth it...there are only two or three decent songs. So what else is new for J Lo albums?"
1,What I was looking for in a magical cat book,"""The Enchanted Cat"" by Ellen Dugan is exactly the book I had been hoping for back when I ordered ""Cat Magic: Mews, Myths and Mystery"" by Patricia Telesco (and was very disappointed).Ellen Dugan covers a bit of feline history and lore, yet is able to apply it to the present with spells and activities you can do now with your cat(s). A variety of spell subjects are covered that include your cat(s) and/or hairs shed from your cat. There's a kitten blessing, feline naming ritual, listing of names (with a witchy slant) for cats and their meanings. The back of the book contains a ""workbook"" and journal with subject headings. Ellen Dugan really nailed this one!"
1,Must-Have CD,"I bought this CD before Christmas 2006 and I have been listening to it almost everyday ever since.This is a great CD. All the songs are great. My favorite is ""Where Did My Baby Go"". But the rest are equally good."
0,Did this book make money?,"One of the people at my work brought two unread copies of this into work yesterday. Some of the jokes were funny, but the distortions were never ending. I really wonder if tripe like this makes any money? Is there a web site like IMBD for books where you can look at the gross numbers?"
1,Great Movie!!!,"I don't know why this got such bad reviews from some people but, it was great! We watched it from beginning to end. True....the story was a bit weak and they didn't catch you up from the last movie but it was still a great movie. Lots of action, a few twists and turns. It's worth it."
0,Great for non-professionals or students,"I am a professional Hairdresser at a reputable Day Spa in Northern California. I have used many brands of shears ranging in cost from $70 to $1200. Although I have heard the saying ""you get what you pay for"", I figured that I would give these shears a try to keep on hand as a spare. I really should have listened to that old rule of thumb. The shears I am sure would be quite suitable for students or non -professional household use, but arent salon quality. I guess I will know better for my next purchase, and stick to Beauty shows and known sellers before I outsource to Amazon or private sellers.Just a heads up to future buyers, I could be incorrect, but I dont believe that this seller accepts returns. I will check into it however."
1,Another triumph for French Canadian film,"It is films like ""Jésus de Montréal"", ""Le Confessional"", ""Léolo"" and many others that demonstrate the brilliant work being done in Francophone Canada.There is a pinch of French Canadian culture that may have foreigners scratching their heads but aside from that the story is quite universal. A general knowlege of the bible will enrich your viewing experience a great deal. Arcand's not so subtle but at the same time not too obvious critique of religion and mondern culture is brilliantly achieved.Great performances all around, memorable scenes, interesting plot and a unexpected but very logical ending.Even the humour works well.A must see especially for those interested in Canadian film."
0,Fake Looking for the price.,I bought this border to create a flower bed and I have to agree that the slate gray is very fake looking. I ended up spray painting it white and it doesn't look as bad. Definitely not something I would have bought had I seen it in the store.
1,Suprisingly yummy!,"My experiences with health and energy bars have been mixed. Most of the ones I've tried are pricey, taste terrible, and make me feel like I've swallowed powdered cement. So, I was cautious about Pure Bar. My general view, based on experience, is that the healthier and more ""organic"" it is, the worse it's going to be and this one is jam-packed with things like organic dates, organic cashews, organic rice protein concentrate, and other organic healthy stuff--so it couldn't possibly be delicious, right? Wrong. I was pleasantly surprised after the first bite hit my taste buds. These things are really good! Unlike most health bars I've tried, these are chewy and moist--not hard and dry. I don't have to wash this down with a drink in order to get it from my throat to my stomach, and there's no nasty aftertaste. And, the price is definitely reasonable! I'll be buying more of these for sure."
1,Great Book,I have not read anything before by Dickson. I like Christian suspense novels. The story is great shows how two women when they were younger witness a murder. I like how he introduces the characters in the book and how there are strange murders going on. I like the way the story builds in the book hard to keep from putting the book down. I really enjoyed this book
1,Fantastic,"I think this game is as good as Guild Wars.Not only new type of armors and characters are very fantastic,but also new environments and user interface are very successful."
1,Fun,"Akimbo's not the greatest, granted. But it does allow access to programming not normally available to the regular television viewer. Akimbo's cool because you get original programming and favorites from top tv networks, plus the service continues to improve. If on-demand is the future of television, this is a sneak-peak."
1,3.5 Stars,"Sentenced has put out a very listenable album to end their career. Most of the songs take on a death theme, but I don't get the sense that they were very sad while making this cd. In fact, it seems like they were just doing what they loved and isn't that how we all want to die?"
1,jackson's movie,"was an awesome movie Jackson was really hot in it an played a good part,a good suspence thriller,worth watching again,it will catch you off guard"
0,Bitter pill,"As Alanis further buries her career by deciding to release her albums *exclusively* at Starbucks, smart record stores, like HMV here in Canada, pull her music from shelves until she releases her music in music stores, not coffee stores.They shouldn't have bothered to restock the shelves, especially this cash grab collection of ""acoustic"" versions of songs from her 1995 album, Jagged Little Pill. Granted, you can find a number of these songs performed acoustically on some of her CD singles from Jagged Little Pill, including her 1996 performance of ""You Oughta Know"".This is a step back, not a step forward for Alanis. Next: the Nostalgia tour. And the artist is not even 35...."
1,Great Film,"Incredibly insightful, great interviews by people who were close to Hank, who could tell you not only what he said, but also what was in his mind."
0,empty package,"I ordered this for my sons birthday, the package arrived empty. He did not get his drumsticks after I promised that he would. He was sad and I looked like a real bad"
0,Kind of dry and slow...,"This is a great story, and very moving. But it isn't nearly the movie I expected. It feels like Meerkat Manor more than a feature length movie production - with voices (unknown) letting us know what the various characters are thinking and feeling. And for younger children, it is definitely too slow-moving and dry to hold their attention. My five and three year olds will watch most movies all the way through - especially my five year-old who devours movies. But this just didn't hold their attention and barely held my attention. I was honestly disappointed."
1,This is an incredible set of Sci Fi Radio,"This set contains six discs featuring 16 different futuristic science fiction audio dramas by various authors.The clamshell binder holds the cds in sleeves which you might want to convert to slim cd cases for protection.Disc One:Blood by Frederic BrownBy His Bootstraps by Robert A. HeinleinThe Choice by Wayland YoungDisc Two:RUR by Karel KapekDisc Three:Bloodchild by Octavia E. ButlerMerchant by Henry SlesarTomorrow and Tomorrow, and Tomorrow by Kurt Vonnegut Jr.Disc Four:Shambleu C.L. MooreAnd Miles to go before I sleep by William F. NolanEven The Queen by Connie WillisDisc Five:Revival Meeting by Dennie PlactaPillar of Fire by Ray BradburySentience Today by Yuri RasovskyDisc 6:Knock by Frederick BrownDear Pen Pal by A.E. Van Vogt""Repent Harlequin"" Said the Ticktockman by Harlan EllisonThese full cast audio productions are crystal clear on CD and feature humorous introductions by Harlan Ellison who hosts the series. Highly Recommended!"
0,An evil approach to child rearing,"This book should be called, ""Dare to be Abusive""! This guy's advise on child rearing is evil! Books like this should be boycotted!"
0,"I would have given this product a zero, but I had to rate it with at least a one","This product does not work the way that it says it does. It was a complete waste of money. Specifically, the ignitor does not trigger the flame as it is supposed to. I do not recommend this product."
1,"SCARY AS HELL, BUT ULIMATELY UPLIFTING","Given the current world stage, this book really scared the hell out of me. Frank wrote it in 1957, but there is very little about it that feels dated. A dogfight gone wrong sets the stage for global disaster, which we live through in our hero, a wayward ex-Army borderline alcoholic living in a serene Florida small town. The characters and situations that play out in the aftermath of total nuclear war are amazingly true and captivating. The attention to crucial survival details never flags (you'd never know how important salt would be until you really need it). But in the end, it's really a tribute to the human spirit and a testament that we are, by nature, mostly good at heart. I loved this book and wish there were more out there like it."
1,"It was really cool, he thinks he is kidnapped at birth","It was really neat, I would present it to all who belive in imaginatio"
0,The Original Soundtrack was changed.,This is a classic and someone decided to change the Original Soundtrack.It has different songs and voices. This is not what I thought it was going to be.I couldn't finish watching it because it was clashing with my fond memories of it.
0,Nice Design but cheap,I grew up with these scope caps. Always loved them. I just bought the 02A for a Trijicon 1-4x24 worn by a Wilson AR15 in 6.8. On the first day of use the open cap snagged on pants and the lid broke off.
0,THIS SHARK HAS NO BITE,"In retrospect, it's more than likely that JAWS should not have had any sequels. The three followups pale in comparison and offered nothing new. Without Steven Spielberg, Richard Dreyfuss or Robert Shaw, this second JAWS is lacklusterly directed by Jeannot Szwarc, a Frenchman who should stick with low key films like his SOMEWHERE IN TIME or his stints on the NIGHT GALLERY tv series. His pace is so languid, there is little suspense generated. It doesn't help that too much time is focused on a bunch of teenagers who are merely whiny and plot devices. Roy Scheider tries gamely to recreate the passion of his original role, but even he seems tired and bored with the whole thing. Even John Williams score is uninspired and redundant. If you like shark attack movies, you may be able to tolerate this...just don't think it's as good as JAWS."
0,Wish I could return it,Rushed right out and bought it the first day because I love Alan's stuff. I wish I could return it!!!!!! Nothing country on here. It's all mellow enough pop you could use it to help you go to sleep. I like Trace Adkins new album Dangerous man a LOT more than this new one from Alan. Sorry Alan - we've all gone country - you should come back!
0,not the real scrabble,"This was a mistake. I thought I was buying regular scrabble with the rotating board, which my daughter has always wanted. I have a set like this and she always comments about how nice it is when we play. When she opened it to play, she found it was some other version of the game and was very disappointed. Now she must go through the hassle of returning it by January 31 to get the delux real scrabble. I will never make a purchase like this online again.Claire Quaglieri"
0,Worthless,"I ordered this cord less than two weeks ago to replace one that had been on our key system for over 10 years. Initially, it was good, but in less than one week it was already out of shape and please know that it is not used for moving around - only to pick up and answer the phone while sitting at my desk. Today it is completely stretched out and I am having to order a different one. I am going to buy the one that is a few dollars more, hoping for far better results. To the point: this was one time that I got exactly what I paid for."
1,Glad I got it,"This little thing holds my '99 Ford truck key as well as a small key for the bed topper. It's sturdy, waterproof, and holds very fast to the metal of the truck with a magnet. If you're looking to attach it to a plastic/fiberglass/polymer bumper it comes with a small metal plate that you can adhere to the car and then attach the case to. I've had it for 5 months, driven 5000 miles up mountain, over deserts, through fields and it hasn't so much as shifted an inch nor popped open. Even if it did pop open a little, the keys are held in place by a elastic band. I've used it twice to get into the truck when I've misplaced my key and I can imagine it'll come in handy if I ever need to leave the truck someplace for a friend to pick up."
0,Finalizing and editing,"We have this camera at our work site. It takes fairly good pictures/video. The biggest complaint I have is the same as others here: Finalizing a disc is very unclear, and the format used in VR mode is not very user friendly.However, thanks to the interwebs, I will tell you how to do these; seeing as Canon can't.To finalize a DVD, you need to be in ""Play"" mode and the Camera must be PLUGGED in to an electrical outlet. (Very lame IMHO)If you want to be able to use your videos, shoot in video mode, not VR. Yes this limits your option to edit the video on your camera, but it makes the discs compatible and easily finalized into a format readable by your DVD player/computer."
1,Laugh out loud fun,"I selected Lucy Sullivan for our bookclub this month since the reviews said ""Bridget Jones meets Sex in the City"". It sounded like fun! Keyes delivered with a funny, sad, and cute story about the 20-something lifestyle. Lucy is a single working girl adventuring through a boring job, happy hours, dating, and girlfriends. Many of her adventures hit close to home, though at times I wanted to shake her a bit to wake up and smell the coffee. This book is a great airplane, beach, or pure entertaining read. Don't let the pages fool you -- the book is a very quick read."
0,Expensive and they rip,"I'm not a fan of these gloves. The arrive in the box all stuck together and when you try to open them, so that you can put you hand in them, they rip! I think out of 100 of them I've ripped like 10 of them just trying to open them up. Also they don't last any longer than any other normal gloves that do not try to sell you on being tough. Don't waste your money and just get the regular gloves."
1,good quality cane,"We thought that it would be lighter for a halloween costume, but no... it is an actual walking stick so it has some weight to it."
0,10 Steps Back,"I have purchased every CD,VHS and DVD of Raul and The Mavericks Plus Los Super Seven.Raul puts on a tremendous live performance.Having has seen him 6 times.But he has taken 10 steps back in this recent cd.Most of the songs have no feel or soul.If his new band members really cared about Raul,they would have voiced their opinion and STOPPED this CD from ever being made.Have to say this the first time I had ever thrown away a CD.Raul's version of most of the songs on this cd make me feel like I am having 32 teeth drilled at the same time without novacaine.Raul,PLEASE call Robert,Paul,Eddie and Jerry Dale,make up and then make a New Mavericks CD.Please don't become Estaban or a Washed up Pat Boone trying to make music/covers that just don't suit you.As a fan of yours for 16 years,PLEASE make a change and let me be a fan for year 17.Thanks!!!"
1,Extremely funny but loses it's fun after a week,"I found this cd extremly funny but only when i listened with friends. I never laughed at it when listening on my own. It gets boring after a week as you've heard the tracks too many times. Still, the first week of it is awesome and worth it!!!"
0,"happy days, 1960's",this is what is bad about these low cost oldies collections. you think your getting a good deal on great memories as you remember them. instead your getting a rerecorded bad recording of maybe one original member. i hate when this happens.
0,Where's the Color,"As a long fan of Mister Miracle comics and a fellow artist who loves the work of Jack Kirby, I find this book as an insult to a great legacy. I didn't know how important color would of meant to keeping the feel and creative mastery that only a Kirby superhero was capable of.I don't buy the idea that the publisher of this book found it a problem to reproduce the original color. Even I have some of the original Mister Miracle comics and have created PDF files creating several of them and the color is just fine.If you are a true Mister Miracle fan or comic book collector of any sort please be advised to skip this one and wait for a color version. Black and white takes away the true feel and excitement that I remember while reading a Mister Miracle comic at an early age.Stay away."
1,The BEST for damaged hair!,This product is the best I have ever found. I recommend it to all my family and friends. I have thin hair that damages easily and looks like straw even with other conditioners. THIS product is amazing. I take a small amount (less than the size of a dime) and work it into ALL my hair and LEAVE IT IN. My daughter has long hair and just works it into the ends. I cannot say enough about this amazing product. My hair is shiny and healthy!
0,Looks and feels like a high school video production,"Could not get past the ""feel"" of the movie being like someone took it on their cheap home video camera and got their friends to act on it. Way below what is considered a ""B"" movie."
0,No good,I recently bought this product and I have not seen any change at all. I am very disappointed. It costs a lot of money and it doesnt do anything!!!!!
